timestamp,src_host,dst_country,protocol,packet_count,bytes_out,flow_duration_ms,label,hour
2024-02-01 00:38:26,host-15,FR,DNS,10,3826,764,Normal,0
2024-02-01 00:41:12,host-4,CA,HTTPS,14,12327,112,Normal,0
2024-02-01 00:43:28,host-16,GB,NTP,37,19169,175,Normal,0
2024-02-01 00:44:51,host-34,IR,CUSTOM-C2,835,638959,5080,Exfiltration,0
2024-02-01 00:45:59,host-37,DE,DNS,110,16998,456,Normal,0
2024-02-01 00:46:52,host-7,US,NTP,55,15379,460,Normal,0
2024-02-01 00:48:56,host-4,IL,HTTPS,17,14693,785,Normal,0
2024-02-01 00:50:18,host-35,IR,ICMP,2413,657861,5492,Exfiltration,0
2024-02-01 00:50:27,host-7,CA,DNS,34,19073,499,Normal,0
2024-02-01 00:51:07,host-28,CA,HTTP,69,9685,117,Normal,0
2024-02-01 00:53:01,host-37,CN,CUSTOM-C2,664,674214,1379,Exfiltration,0
2024-02-01 00:53:05,host-36,US,HTTPS,93,19213,55,Normal,0
2024-02-01 00:53:33,host-16,CA,NTP,72,17273,258,Normal,0
2024-02-01 00:55:20,host-4,CA,NTP,10,14293,311,Normal,0
2024-02-01 00:57:21,host-19,DE,NTP,29,7722,343,Normal,0
2024-02-01 00:58:21,host-4,FR,HTTPS,105,11776,98,Normal,0
2024-02-01 00:58:38,host-38,DE,DNS,17,18140,122,Normal,0
2024-02-01 00:59:30,host-5,FR,HTTPS,96,9207,453,Normal,0
2024-02-01 01:00:05,host-37,CA,HTTPS,89,4186,469,Normal,1
2024-02-01 01:02:58,host-38,FR,HTTP,43,8193,725,Normal,1
2024-02-01 01:04:23,host-16,GB,NTP,26,11330,508,Normal,1
2024-02-01 01:05:48,host-5,US,NTP,89,19948,142,Normal,1
2024-02-01 01:06:11,host-35,CA,HTTP,26,12936,110,Normal,1
2024-02-01 01:07:18,host-24,GB,DNS,66,19300,760,Normal,1
2024-02-01 01:08:40,host-40,IL,HTTPS,95,19673,346,Normal,1
2024-02-01 01:11:34,host-7,CA,HTTP,24,5007,800,Normal,1
2024-02-01 01:13:15,host-18,KP,CUSTOM-C2,2129,270190,1733,Exfiltration,1
2024-02-01 01:14:00,host-10,GB,HTTP,87,8401,774,Normal,1
2024-02-01 01:15:32,host-14,IL,HTTP,74,17508,297,Normal,1
2024-02-01 01:15:50,host-6,IL,NTP,116,10566,85,Normal,1
2024-02-01 01:15:55,host-22,CA,HTTP,30,15978,604,Normal,1
2024-02-01 01:17:49,host-36,US,HTTPS,19,6384,598,Normal,1
2024-02-01 01:18:03,host-24,FR,DNS,65,5676,82,Normal,1
2024-02-01 01:19:26,host-24,US,HTTP,36,9676,722,Normal,1
2024-02-01 01:19:33,host-14,RU,CUSTOM-C2,1905,512939,2146,Exfiltration,1
2024-02-01 01:19:57,host-23,FR,NTP,89,6564,282,Normal,1
2024-02-01 01:20:43,host-12,DE,HTTPS,32,12385,461,Normal,1
2024-02-01 01:23:39,host-16,GB,DNS,110,5042,431,Normal,1
2024-02-01 01:23:53,host-31,CA,DNS,114,16583,398,Normal,1
2024-02-01 01:25:16,host-15,CA,HTTPS,94,7828,448,Normal,1
2024-02-01 01:26:45,host-18,US,HTTP,54,18192,449,Normal,1
2024-02-01 01:29:43,host-35,GB,HTTPS,24,10059,222,Normal,1
2024-02-01 01:32:16,host-17,US,HTTPS,86,15739,393,Normal,1
2024-02-01 01:33:41,host-28,FR,HTTPS,59,7728,300,Normal,1
2024-02-01 01:33:44,host-21,KP,ICMP,1188,591834,4401,Exfiltration,1
2024-02-01 01:33:57,host-28,US,DNS,56,15632,111,Normal,1
2024-02-01 01:36:52,host-22,FR,HTTP,94,5583,777,Normal,1
2024-02-01 01:38:13,host-33,GB,NTP,51,14685,753,Normal,1
2024-02-01 01:39:33,host-36,CA,DNS,63,13923,733,Normal,1
2024-02-01 01:40:22,host-40,FR,HTTP,61,19454,40,Normal,1
2024-02-01 01:41:44,host-19,CA,NTP,110,12059,516,Normal,1
2024-02-01 01:43:42,host-29,IL,DNS,75,17005,793,Normal,1
2024-02-01 01:44:30,host-6,GB,HTTP,21,9196,728,Normal,1
2024-02-01 01:45:54,host-15,CA,DNS,13,3014,290,Normal,1
2024-02-01 01:48:00,host-40,US,NTP,63,7871,775,Normal,1
2024-02-01 01:49:43,host-32,DE,DNS,28,1681,149,Normal,1
2024-02-01 01:51:23,host-28,KP,CUSTOM-C2,842,699508,4781,Exfiltration,1
2024-02-01 01:51:36,host-15,CA,NTP,16,19765,295,Normal,1
2024-02-01 01:52:12,host-30,CA,NTP,95,18904,612,Normal,1
2024-02-01 01:54:49,host-21,DE,NTP,116,19452,496,Normal,1
2024-02-01 01:55:34,host-31,DE,HTTP,106,9601,692,Normal,1
2024-02-01 01:56:49,host-34,DE,DNS,45,15913,119,Normal,1
2024-02-01 01:58:07,host-16,GB,HTTP,50,19199,122,Normal,1
2024-02-01 01:58:47,host-10,CA,NTP,98,6507,763,Normal,1
2024-02-01 01:59:03,host-3,RU,FTP,840,775134,5584,Exfiltration,1
2024-02-01 01:59:46,host-5,DE,NTP,52,19280,517,Normal,1
2024-02-01 02:01:37,host-4,CA,NTP,59,2140,629,Normal,2
2024-02-01 02:03:19,host-31,US,HTTP,48,14279,469,Normal,2
2024-02-01 02:05:41,host-35,FR,DNS,72,8690,319,Normal,2
2024-02-01 02:07:37,host-32,US,NTP,53,14748,781,Normal,2
2024-02-01 02:08:24,host-30,CA,HTTPS,60,19993,718,Normal,2
2024-02-01 02:08:35,host-6,IL,NTP,27,16628,226,Normal,2
2024-02-01 02:08:52,host-17,DE,HTTP,37,16399,374,Normal,2
2024-02-01 02:10:23,host-25,GB,NTP,42,4183,521,Normal,2
2024-02-01 02:10:32,host-35,US,HTTP,38,3748,707,Normal,2
2024-02-01 02:10:47,host-2,CA,DNS,117,2167,676,Normal,2
2024-02-01 02:11:03,host-33,RU,ICMP,1489,814017,5546,Exfiltration,2
2024-02-01 02:11:31,host-16,CA,NTP,95,5248,617,Normal,2
2024-02-01 02:12:31,host-30,IL,HTTP,108,13587,211,Normal,2
2024-02-01 02:15:11,host-39,IL,HTTPS,109,6866,358,Normal,2
2024-02-01 02:15:43,host-38,US,HTTP,83,13798,446,Normal,2
2024-02-01 02:16:38,host-5,FR,DNS,23,11382,740,Normal,2
2024-02-01 02:19:16,host-8,FR,HTTPS,54,18956,478,Normal,2
2024-02-01 02:22:10,host-24,US,HTTP,11,15264,541,Normal,2
2024-02-01 02:22:42,host-28,GB,NTP,100,6513,485,Normal,2
2024-02-01 02:23:32,host-34,IL,HTTP,88,19134,535,Normal,2
2024-02-01 02:25:36,host-28,IL,HTTP,51,9544,128,Normal,2
2024-02-01 02:25:52,host-15,RU,CUSTOM-C2,613,800424,2641,Exfiltration,2
2024-02-01 02:26:52,host-29,CA,NTP,82,13918,384,Normal,2
2024-02-01 02:27:04,host-32,GB,DNS,72,8450,403,Normal,2
2024-02-01 02:28:15,host-22,GB,HTTP,81,1832,569,Normal,2
2024-02-01 02:28:32,host-31,RU,CUSTOM-C2,1074,459069,4587,Exfiltration,2
2024-02-01 02:29:08,host-6,CA,NTP,72,19692,286,Normal,2
2024-02-01 02:31:14,host-32,DE,HTTPS,21,11141,266,Normal,2
2024-02-01 02:33:02,host-16,GB,HTTP,70,19636,583,Normal,2
2024-02-01 02:34:35,host-28,IL,HTTP,55,16368,317,Normal,2
2024-02-01 02:35:58,host-17,CA,HTTPS,102,7810,363,Normal,2
2024-02-01 02:36:33,host-35,IL,DNS,34,8590,796,Normal,2
2024-02-01 02:38:41,host-18,IL,HTTP,22,7860,343,Normal,2
2024-02-01 02:39:44,host-24,CA,HTTP,11,19002,169,Normal,2
2024-02-01 02:40:59,host-3,US,HTTP,99,5637,693,Normal,2
2024-02-01 02:43:09,host-7,US,HTTP,70,17186,491,Normal,2
2024-02-01 02:44:41,host-12,US,HTTP,120,17154,156,Normal,2
2024-02-01 02:45:02,host-26,DE,HTTPS,83,3256,195,Normal,2
2024-02-01 02:45:45,host-37,GB,HTTPS,41,5381,611,Normal,2
2024-02-01 02:47:36,host-39,FR,DNS,109,18623,429,Normal,2
2024-02-01 02:49:36,host-29,GB,NTP,49,3473,664,Normal,2
2024-02-01 02:50:06,host-14,IL,DNS,43,4160,200,Normal,2
2024-02-01 02:51:12,host-12,FR,HTTPS,30,1587,458,Normal,2
2024-02-01 02:53:12,host-39,DE,HTTP,14,9085,335,Normal,2
2024-02-01 02:54:29,host-30,US,DNS,43,7982,475,Normal,2
2024-02-01 02:55:03,host-35,CA,DNS,44,6160,113,Normal,2
2024-02-01 02:55:23,host-11,GB,HTTP,66,5574,519,Normal,2
2024-02-01 02:56:45,host-26,GB,NTP,66,4135,652,Normal,2
2024-02-01 02:57:00,host-28,IL,HTTP,87,9704,66,Normal,2
2024-02-01 02:57:28,host-15,IL,HTTPS,107,10331,630,Normal,2
2024-02-01 02:57:43,host-12,DE,NTP,45,7447,639,Normal,2
2024-02-01 02:59:07,host-27,KP,FTP,1015,603151,4314,Exfiltration,2
2024-02-01 02:59:39,host-32,US,NTP,54,14880,381,Normal,2
2024-02-01 03:01:06,host-7,CA,HTTP,62,17735,335,Normal,3
2024-02-01 03:04:00,host-26,FR,HTTPS,68,4385,362,Normal,3
2024-02-01 03:05:09,host-21,US,NTP,120,18362,41,Normal,3
2024-02-01 03:08:02,host-35,DE,NTP,16,7646,570,Normal,3
2024-02-01 03:09:39,host-40,DE,NTP,107,3191,248,Normal,3
2024-02-01 03:10:35,host-17,IR,FTP,2043,731747,3192,Exfiltration,3
2024-02-01 03:10:52,host-36,CA,HTTP,66,17383,164,Normal,3
2024-02-01 03:11:04,host-39,CA,DNS,49,19549,54,Normal,3
2024-02-01 03:13:30,host-27,US,DNS,117,5217,512,Normal,3
2024-02-01 03:14:05,host-10,DE,HTTP,75,10459,465,Normal,3
2024-02-01 03:16:13,host-31,CA,NTP,80,6239,432,Normal,3
2024-02-01 03:17:06,host-39,FR,DNS,120,3787,322,Normal,3
2024-02-01 03:18:45,host-32,IR,CUSTOM-C2,657,463814,3397,Exfiltration,3
2024-02-01 03:18:57,host-22,FR,HTTP,115,1584,329,Normal,3
2024-02-01 03:20:18,host-38,FR,NTP,120,6369,497,Normal,3
2024-02-01 03:22:40,host-31,GB,HTTP,80,19307,426,Normal,3
2024-02-01 03:24:41,host-21,CA,DNS,83,14049,279,Normal,3
2024-02-01 03:26:31,host-3,GB,NTP,100,13992,435,Normal,3
2024-02-01 03:29:01,host-16,KP,ICMP,1391,681827,2556,Exfiltration,3
2024-02-01 03:29:25,host-10,DE,HTTPS,26,17959,644,Normal,3
2024-02-01 03:30:54,host-7,DE,HTTPS,77,16472,55,Normal,3
2024-02-01 03:31:35,host-27,IL,DNS,19,16884,311,Normal,3
2024-02-01 03:33:06,host-40,IL,NTP,93,4131,376,Normal,3
2024-02-01 03:36:03,host-35,DE,HTTP,90,17489,594,Normal,3
2024-02-01 03:36:17,host-40,US,DNS,90,10916,272,Normal,3
2024-02-01 03:36:45,host-28,US,HTTPS,66,6951,750,Normal,3
2024-02-01 03:38:06,host-2,US,HTTP,111,3338,340,Normal,3
2024-02-01 03:39:42,host-24,DE,DNS,41,18905,461,Normal,3
2024-02-01 03:42:11,host-12,CA,DNS,20,14035,674,Normal,3
2024-02-01 03:45:10,host-16,DE,DNS,39,16610,693,Normal,3
2024-02-01 03:46:20,host-30,GB,HTTPS,112,16745,334,Normal,3
2024-02-01 03:49:18,host-35,CA,HTTPS,66,12823,641,Normal,3
2024-02-01 03:50:39,host-28,IL,HTTP,68,11399,243,Normal,3
2024-02-01 03:52:22,host-31,US,DNS,58,13262,628,Normal,3
2024-02-01 03:53:42,host-19,US,NTP,45,1765,619,Normal,3
2024-02-01 03:56:42,host-4,FR,NTP,116,10878,275,Normal,3
2024-02-01 03:59:22,host-23,CA,DNS,89,9712,734,Normal,3
2024-02-01 04:02:15,host-9,IL,HTTPS,90,2791,356,Normal,4
2024-02-01 04:04:12,host-3,FR,HTTP,103,5806,132,Normal,4
2024-02-01 04:05:32,host-21,IL,NTP,32,8079,175,Normal,4
2024-02-01 04:07:55,host-24,FR,HTTP,116,6891,303,Normal,4
2024-02-01 04:10:03,host-19,IL,HTTP,112,5273,519,Normal,4
2024-02-01 04:10:27,host-10,CA,NTP,118,19762,414,Normal,4
2024-02-01 04:10:55,host-26,US,HTTP,78,5549,505,Normal,4
2024-02-01 04:12:34,host-17,FR,NTP,115,13672,150,Normal,4
2024-02-01 04:15:31,host-15,DE,HTTPS,89,19896,375,Normal,4
2024-02-01 04:18:12,host-15,IL,HTTPS,91,16713,757,Normal,4
2024-02-01 04:19:34,host-27,US,DNS,15,2719,351,Normal,4
2024-02-01 04:21:45,host-8,US,DNS,78,5945,437,Normal,4
2024-02-01 04:23:46,host-24,IL,NTP,85,6563,464,Normal,4
2024-02-01 04:26:38,host-7,DE,NTP,45,2572,746,Normal,4
2024-02-01 04:28:17,host-14,DE,NTP,40,13384,141,Normal,4
2024-02-01 04:31:17,host-24,FR,HTTP,17,14546,322,Normal,4
2024-02-01 04:32:10,host-8,DE,HTTPS,94,8450,697,Normal,4
2024-02-01 04:34:58,host-39,US,HTTPS,110,12428,289,Normal,4
2024-02-01 04:35:35,host-37,CA,HTTPS,116,19660,252,Normal,4
2024-02-01 04:38:10,host-14,CA,HTTP,109,6335,650,Normal,4
2024-02-01 04:38:15,host-18,CA,DNS,79,9713,218,Normal,4
2024-02-01 04:38:48,host-2,CA,HTTPS,55,9296,642,Normal,4
2024-02-01 04:40:15,host-2,CA,HTTP,16,5653,799,Normal,4
2024-02-01 04:42:07,host-34,US,HTTPS,70,16189,410,Normal,4
2024-02-01 04:44:23,host-38,US,NTP,74,8759,669,Normal,4
2024-02-01 04:44:39,host-34,GB,NTP,92,2520,102,Normal,4
2024-02-01 04:46:46,host-26,DE,HTTPS,72,16034,115,Normal,4
2024-02-01 04:47:11,host-21,FR,DNS,18,5635,321,Normal,4
2024-02-01 04:49:55,host-38,FR,HTTP,58,18885,341,Normal,4
2024-02-01 04:51:56,host-33,FR,NTP,22,5249,710,Normal,4
2024-02-01 04:54:47,host-36,IL,DNS,65,16296,273,Normal,4
2024-02-01 04:56:37,host-22,DE,NTP,63,4615,360,Normal,4
2024-02-01 04:58:31,host-21,IL,HTTP,57,6501,743,Normal,4
2024-02-01 05:00:25,host-8,RU,ICMP,753,798129,2730,Exfiltration,5
2024-02-01 05:00:37,host-5,US,HTTPS,21,15651,138,Normal,5
2024-02-01 05:02:17,host-9,FR,HTTPS,85,19902,615,Normal,5
2024-02-01 05:03:46,host-8,DE,HTTP,95,15358,778,Normal,5
2024-02-01 05:04:04,host-19,FR,HTTP,55,4894,631,Normal,5
2024-02-01 05:04:05,host-9,RU,FTP,2432,584487,4722,Exfiltration,5
2024-02-01 05:06:18,host-14,CA,NTP,38,5046,398,Normal,5
2024-02-01 05:08:45,host-24,US,HTTP,83,8910,479,Normal,5
2024-02-01 05:10:53,host-2,CN,FTP,1435,710421,4470,Exfiltration,5
2024-02-01 05:11:13,host-40,FR,HTTPS,87,10263,69,Normal,5
2024-02-01 05:12:04,host-18,IL,HTTP,53,13002,46,Normal,5
2024-02-01 05:12:55,host-10,FR,NTP,18,6148,798,Normal,5
2024-02-01 05:15:42,host-2,US,DNS,58,15257,504,Normal,5
2024-02-01 05:17:14,host-11,GB,HTTP,102,12129,621,Normal,5
2024-02-01 05:17:59,host-3,IR,FTP,2010,494475,5005,Exfiltration,5
2024-02-01 05:19:41,host-17,RU,FTP,909,594853,5711,Exfiltration,5
2024-02-01 05:19:51,host-6,US,DNS,30,3130,730,Normal,5
2024-02-01 05:20:16,host-18,DE,NTP,72,15984,464,Normal,5
2024-02-01 05:21:30,host-14,FR,HTTPS,54,15587,153,Normal,5
2024-02-01 05:21:58,host-20,CN,CUSTOM-C2,2000,211737,4246,Exfiltration,5
2024-02-01 05:22:47,host-38,DE,HTTP,15,8725,444,Normal,5
2024-02-01 05:25:25,host-4,US,DNS,48,8421,180,Normal,5
2024-02-01 05:26:35,host-19,GB,HTTPS,10,17798,480,Normal,5
2024-02-01 05:27:24,host-9,DE,DNS,74,19808,724,Normal,5
2024-02-01 05:28:59,host-5,DE,HTTPS,65,2114,510,Normal,5
2024-02-01 05:29:23,host-21,FR,NTP,83,14752,766,Normal,5
2024-02-01 05:32:11,host-27,GB,HTTPS,61,2183,372,Normal,5
2024-02-01 05:32:59,host-40,DE,HTTP,21,15810,148,Normal,5
2024-02-01 05:34:06,host-28,FR,NTP,77,4077,445,Normal,5
2024-02-01 05:35:30,host-22,CA,HTTP,109,7009,118,Normal,5
2024-02-01 05:37:45,host-8,FR,DNS,109,12948,399,Normal,5
2024-02-01 05:40:35,host-10,CA,HTTPS,28,9887,242,Normal,5
2024-02-01 05:41:24,host-39,CA,HTTPS,32,17691,515,Normal,5
2024-02-01 05:43:53,host-38,DE,HTTP,120,11859,194,Normal,5
2024-02-01 05:45:50,host-5,DE,NTP,90,11422,321,Normal,5
2024-02-01 05:48:26,host-4,GB,HTTPS,49,16630,502,Normal,5
2024-02-01 05:48:40,host-4,GB,HTTP,19,4458,669,Normal,5
2024-02-01 05:51:17,host-33,DE,NTP,84,19663,796,Normal,5
2024-02-01 05:51:32,host-29,FR,DNS,51,17085,553,Normal,5
2024-02-01 05:52:15,host-4,DE,HTTPS,113,12753,771,Normal,5
2024-02-01 05:52:41,host-33,IL,DNS,15,9618,764,Normal,5
2024-02-01 05:54:38,host-29,FR,DNS,56,13717,329,Normal,5
2024-02-01 05:56:22,host-27,GB,HTTPS,111,12465,107,Normal,5
2024-02-01 05:57:51,host-7,FR,NTP,46,9757,781,Normal,5
2024-02-01 06:00:44,host-39,CA,HTTP,20,6134,398,Normal,6
2024-02-01 06:02:08,host-26,CA,HTTPS,49,19814,425,Normal,6
2024-02-01 06:04:57,host-22,CA,HTTPS,92,15374,560,Normal,6
2024-02-01 06:06:34,host-2,GB,HTTP,33,8518,389,Normal,6
2024-02-01 06:07:50,host-26,CN,ICMP,1687,570425,4518,Exfiltration,6
2024-02-01 06:08:43,host-13,CA,DNS,29,4028,342,Normal,6
2024-02-01 06:09:13,host-33,FR,HTTPS,94,12535,672,Normal,6
2024-02-01 06:09:51,host-39,DE,DNS,30,7425,749,Normal,6
2024-02-01 06:12:35,host-11,IL,NTP,15,14963,413,Normal,6
2024-02-01 06:15:33,host-16,DE,HTTP,106,16210,279,Normal,6
2024-02-01 06:17:54,host-16,GB,NTP,116,7857,416,Normal,6
2024-02-01 06:19:06,host-15,IR,ICMP,412,450369,3727,Exfiltration,6
2024-02-01 06:20:52,host-37,DE,NTP,108,10733,431,Normal,6
2024-02-01 06:23:05,host-34,DE,DNS,114,8043,659,Normal,6
2024-02-01 06:23:45,host-17,US,NTP,57,19671,145,Normal,6
2024-02-01 06:26:02,host-8,GB,HTTPS,107,6753,319,Normal,6
2024-02-01 06:28:02,host-33,CA,NTP,21,8775,501,Normal,6
2024-02-01 06:29:36,host-2,DE,HTTPS,60,17949,422,Normal,6
2024-02-01 06:30:41,host-25,US,HTTP,38,2423,366,Normal,6
2024-02-01 06:31:11,host-22,CA,DNS,14,10900,523,Normal,6
2024-02-01 06:31:51,host-31,DE,HTTPS,20,2122,302,Normal,6
2024-02-01 06:32:51,host-10,FR,NTP,24,10940,283,Normal,6
2024-02-01 06:34:13,host-8,US,DNS,63,16478,104,Normal,6
2024-02-01 06:34:46,host-32,FR,HTTPS,90,18387,628,Normal,6
2024-02-01 06:35:52,host-10,GB,NTP,10,13061,286,Normal,6
2024-02-01 06:38:23,host-27,CA,HTTPS,77,13316,109,Normal,6
2024-02-01 06:40:42,host-35,FR,HTTPS,59,16905,84,Normal,6
2024-02-01 06:43:29,host-25,GB,HTTP,105,2032,405,Normal,6
2024-02-01 06:43:51,host-23,CA,HTTPS,108,12395,176,Normal,6
2024-02-01 06:44:07,host-23,FR,HTTP,114,7237,741,Normal,6
2024-02-01 06:45:15,host-38,KP,ICMP,562,443529,2858,Exfiltration,6
2024-02-01 06:46:10,host-31,IL,DNS,113,5918,104,Normal,6
2024-02-01 06:48:12,host-3,GB,DNS,15,8036,82,Normal,6
2024-02-01 06:49:37,host-20,FR,NTP,114,19294,524,Normal,6
2024-02-01 06:50:46,host-3,IL,DNS,46,13197,88,Normal,6
2024-02-01 06:52:08,host-31,KP,FTP,1277,303858,2612,Exfiltration,6
2024-02-01 06:53:38,host-22,GB,HTTPS,112,13559,487,Normal,6
2024-02-01 06:55:25,host-29,DE,HTTP,33,17759,748,Normal,6
2024-02-01 06:57:37,host-24,FR,HTTP,112,4207,784,Normal,6
2024-02-01 06:57:49,host-23,IR,ICMP,1772,742818,4571,Exfiltration,6
2024-02-01 06:59:30,host-6,DE,DNS,79,11126,368,Normal,6
2024-02-01 07:00:01,host-6,GB,HTTP,49,16111,657,Normal,7
2024-02-01 07:01:55,host-11,IL,NTP,54,16151,83,Normal,7
2024-02-01 07:03:30,host-40,DE,HTTP,91,3379,116,Normal,7
2024-02-01 07:06:26,host-26,GB,DNS,13,6178,662,Normal,7
2024-02-01 07:06:49,host-39,RU,ICMP,815,482113,2664,Exfiltration,7
2024-02-01 07:09:17,host-29,IR,CUSTOM-C2,1477,701093,1747,Exfiltration,7
2024-02-01 07:09:24,host-29,US,DNS,18,9233,700,Normal,7
2024-02-01 07:11:02,host-24,DE,HTTPS,87,6527,735,Normal,7
2024-02-01 07:13:02,host-24,GB,NTP,107,4019,627,Normal,7
2024-02-01 07:13:42,host-34,GB,NTP,50,10632,295,Normal,7
2024-02-01 07:14:16,host-2,IL,DNS,73,18465,436,Normal,7
2024-02-01 07:16:44,host-8,GB,HTTP,100,16123,259,Normal,7
2024-02-01 07:19:25,host-19,IL,NTP,35,5518,178,Normal,7
2024-02-01 07:19:48,host-29,CA,NTP,21,11972,723,Normal,7
2024-02-01 07:21:21,host-5,FR,HTTP,48,6661,768,Normal,7
2024-02-01 07:24:09,host-12,GB,DNS,25,8085,182,Normal,7
2024-02-01 07:25:14,host-32,US,HTTP,80,13588,518,Normal,7
2024-02-01 07:27:40,host-9,FR,HTTPS,18,11634,447,Normal,7
2024-02-01 07:29:25,host-39,IR,ICMP,2435,593214,3212,Exfiltration,7
2024-02-01 07:29:47,host-34,DE,NTP,115,3916,168,Normal,7
2024-02-01 07:31:13,host-5,DE,NTP,97,18452,392,Normal,7
2024-02-01 07:31:50,host-36,IL,DNS,108,5728,483,Normal,7
2024-02-01 07:34:03,host-4,US,DNS,48,6895,205,Normal,7
2024-02-01 07:35:30,host-15,GB,HTTP,118,4084,296,Normal,7
2024-02-01 07:36:25,host-36,GB,DNS,90,11422,669,Normal,7
2024-02-01 07:38:46,host-6,FR,DNS,85,6552,215,Normal,7
2024-02-01 07:41:39,host-40,IL,HTTP,117,19968,82,Normal,7
2024-02-01 07:41:51,host-6,US,HTTP,93,8407,625,Normal,7
2024-02-01 07:43:42,host-40,IL,HTTPS,73,19377,336,Normal,7
2024-02-01 07:46:31,host-20,DE,DNS,113,14806,344,Normal,7
2024-02-01 07:48:32,host-5,IL,HTTPS,30,15904,465,Normal,7
2024-02-01 07:50:40,host-30,CA,HTTP,87,6207,360,Normal,7
2024-02-01 07:52:06,host-23,DE,DNS,107,13641,567,Normal,7
2024-02-01 07:54:34,host-7,GB,DNS,69,5514,313,Normal,7
2024-02-01 07:56:34,host-16,CA,HTTPS,16,11009,433,Normal,7
2024-02-01 07:58:42,host-38,CN,ICMP,1962,582281,1593,Exfiltration,7
2024-02-01 07:59:16,host-27,CA,DNS,114,12229,631,Normal,7
2024-02-01 08:00:41,host-13,CA,NTP,75,16796,550,Normal,8
2024-02-01 08:02:04,host-32,US,HTTPS,60,18062,508,Normal,8
2024-02-01 08:03:10,host-14,FR,HTTP,16,3156,328,Normal,8
2024-02-01 08:05:21,host-39,IL,NTP,46,19086,48,Normal,8
2024-02-01 08:05:53,host-28,CA,HTTP,103,13485,452,Normal,8
2024-02-01 08:07:31,host-3,DE,HTTPS,82,19909,239,Normal,8
2024-02-01 08:09:08,host-36,GB,HTTPS,59,18023,501,Normal,8
2024-02-01 08:11:33,host-18,FR,HTTPS,26,4668,443,Normal,8
2024-02-01 08:13:13,host-22,FR,HTTP,106,6227,243,Normal,8
2024-02-01 08:15:52,host-33,DE,HTTPS,15,2775,180,Normal,8
2024-02-01 08:17:22,host-31,FR,NTP,29,18392,183,Normal,8
2024-02-01 08:18:50,host-40,GB,DNS,60,11305,647,Normal,8
2024-02-01 08:19:17,host-18,IR,FTP,2360,365777,2580,Exfiltration,8
2024-02-01 08:19:20,host-6,CN,ICMP,605,462554,1849,Exfiltration,8
2024-02-01 08:20:21,host-33,FR,NTP,100,19945,346,Normal,8
2024-02-01 08:22:27,host-2,GB,HTTP,96,5091,466,Normal,8
2024-02-01 08:25:01,host-20,IL,HTTPS,86,17051,311,Normal,8
2024-02-01 08:27:53,host-38,FR,DNS,102,3182,637,Normal,8
2024-02-01 08:30:00,host-11,FR,NTP,28,9436,72,Normal,8
2024-02-01 08:32:31,host-8,CA,HTTPS,66,11779,468,Normal,8
2024-02-01 08:33:14,host-27,IL,DNS,62,17943,666,Normal,8
2024-02-01 08:35:19,host-4,IL,DNS,76,8294,614,Normal,8
2024-02-01 08:36:47,host-31,FR,NTP,50,7174,510,Normal,8
